統計年度,按照別,區域別,生母年齡,出生者性別,嬰兒出生數
113,按登記日期分,新北市鶯歌區,16歲,女,0
113,按登記日期分,新北市鶯歌區,17歲,女,0
113,按登記日期分,新北市鶯歌區,18歲,女,1
113,按登記日期分,新北市鶯歌區,19歲,女,2
113,按登記日期分,新北市鶯歌區,20歲,女,0
113,按登記日期分,新北市鶯歌區,21歲,女,4
113,按登記日期分,新北市鶯歌區,22歲,女,4
113,按登記日期分,新北市鶯歌區,23歲,女,2
113,按登記日期分,新北市鶯歌區,24歲,女,9
113,按登記日期分,新北市鶯歌區,25歲,女,4
113,按登記日期分,新北市鶯歌區,26歲,女,8
113,按登記日期分,新北市鶯歌區,27歲,女,8
113,按登記日期分,新北市鶯歌區,28歲,女,10
113,按登記日期分,新北市鶯歌區,29歲,女,11
113,按登記日期分,新北市鶯歌區,30歲,女,12
113,按登記日期分,新北市鶯歌區,31歲,女,17
113,按登記日期分,新北市鶯歌區,32歲,女,21
113,按登記日期分,新北市鶯歌區,33歲,女,15
113,按登記日期分,新北市鶯歌區,34歲,女,17
113,按登記日期分,新北市鶯歌區,35歲,女,18
113,按登記日期分,新北市鶯歌區,36歲,女,12
113,按登記日期分,新北市鶯歌區,37歲,女,10
113,按登記日期分,新北市鶯歌區,38歲,女,9
113,按登記日期分,新北市鶯歌區,39歲,女,6
113,按登記日期分,新北市鶯歌區,40歲,女,6
113,按登記日期分,新北市鶯歌區,41歲,女,6
113,按登記日期分,新北市鶯歌區,42歲,女,7
113,按登記日期分,新北市鶯歌區,43歲,女,1
113,按登記日期分,新北市鶯歌區,44歲,女,0
113,按登記日期分,新北市鶯歌區,45歲,女,0
113,按登記日期分,新北市鶯歌區,46歲,女,0
113,按登記日期分,新北市鶯歌區,47歲,女,0
113,按登記日期分,新北市鶯歌區,48歲,女,0
113,按登記日期分,新北市鶯歌區,49歲,女,0
113,按登記日期分,新北市鶯歌區,50歲以上,女,0
113,按登記日期分,新北市三峽區,未滿15歲,男,0
113,按登記日期分,新北市三峽區,15歲,男,0
113,按登記日期分,新北市三峽區,16歲,男,0
113,按登記日期分,新北市三峽區,17歲,男,1
113,按登記日期分,新北市三峽區,18歲,男,1
113,按登記日期分,新北市三峽區,19歲,男,0
113,按登記日期分,新北市三峽區,20歲,男,2
113,按登記日期分,新北市三峽區,21歲,男,2
113,按登記日期分,新北市三峽區,22歲,男,7
113,按登記日期分,新北市三峽區,23歲,男,3
113,按登記日期分,新北市三峽區,24歲,男,8
113,按登記日期分,新北市三峽區,25歲,男,11
113,按登記日期分,新北市三峽區,26歲,男,16
113,按登記日期分,新北市三峽區,27歲,男,12
113,按登記日期分,新北市三峽區,28歲,男,14
113,按登記日期分,新北市三峽區,29歲,男,18
113,按登記日期分,新北市三峽區,30歲,男,21
113,按登記日期分,新北市三峽區,31歲,男,17
113,按登記日期分,新北市三峽區,32歲,男,14
113,按登記日期分,新北市三峽區,33歲,男,21
113,按登記日期分,新北市三峽區,34歲,男,16
113,按登記日期分,新北市三峽區,35歲,男,17
113,按登記日期分,新北市三峽區,36歲,男,20
113,按登記日期分,新北市三峽區,37歲,男,15
113,按登記日期分,新北市三峽區,38歲,男,14
113,按登記日期分,新北市三峽區,39歲,男,11
113,按登記日期分,新北市三峽區,40歲,男,9
113,按登記日期分,新北市三峽區,41歲,男,4
113,按登記日期分,新北市三峽區,42歲,男,2
113,按登記日期分,新北市三峽區,43歲,男,1
113,按登記日期分,新北市三峽區,44歲,男,2
113,按登記日期分,新北市三峽區,45歲,男,1
113,按登記日期分,新北市三峽區,46歲,男,0
113,按登記日期分,新北市三峽區,47歲,男,1
113,按登記日期分,新北市三峽區,48歲,男,0
113,按登記日期分,新北市三峽區,49歲,男,0
113,按登記日期分,新北市三峽區,50歲以上,男,0
113,按登記日期分,新北市三峽區,未滿15歲,女,0
113,按登記日期分,新北市三峽區,15歲,女,0
113,按登記日期分,新北市三峽區,16歲,女,1
113,按登記日期分,新北市三峽區,17歲,女,0
113,按登記日期分,新北市三峽區,18歲,女,1
113,按登記日期分,新北市三峽區,19歲,女,1
113,按登記日期分,新北市三峽區,20歲,女,2
113,按登記日期分,新北市三峽區,21歲,女,1
113,按登記日期分,新北市三峽區,22歲,女,3
113,按登記日期分,新北市三峽區,23歲,女,1
113,按登記日期分,新北市三峽區,24歲,女,4
113,按登記日期分,新北市三峽區,25歲,女,13
113,按登記日期分,新北市三峽區,26歲,女,10
113,按登記日期分,新北市三峽區,27歲,女,12
113,按登記日期分,新北市三峽區,28歲,女,16
113,按登記日期分,新北市三峽區,29歲,女,10
113,按登記日期分,新北市三峽區,30歲,女,20
113,按登記日期分,新北市三峽區,31歲,女,19
113,按登記日期分,新北市三峽區,32歲,女,22
113,按登記日期分,新北市三峽區,33歲,女,21
113,按登記日期分,新北市三峽區,34歲,女,25
113,按登記日期分,新北市三峽區,35歲,女,8
113,按登記日期分,新北市三峽區,36歲,女,14
113,按登記日期分,新北市三峽區,37歲,女,10
113,按登記日期分,新北市三峽區,38歲,女,8
113,按登記日期分,新北市三峽區,39歲,女,13
113,按登記日期分,新北市三峽區,40歲,女,9
113,按登記日期分,新北市三峽區,41歲,女,8
113,按登記日期分,新北市三峽區,42歲,女,3
113,按登記日期分,新北市三峽區,43歲,女,3
113,按登記日期分,新北市三峽區,44歲,女,5
113,按登記日期分,新北市三峽區,45歲,女,0
113,按登記日期分,新北市三峽區,46歲,女,1
113,按登記日期分,新北市三峽區,47歲,女,0
113,按登記日期分,新北市三峽區,48歲,女,0
113,按登記日期分,新北市三峽區,49歲,女,0
113,按登記日期分,新北市三峽區,50歲以上,女,0
113,按登記日期分,新北市淡水區,未滿15歲,男,0
113,按登記日期分,新北市淡水區,15歲,男,0
113,按登記日期分,新北市淡水區,16歲,男,1
113,按登記日期分,新北市淡水區,17歲,男,0
113,按登記日期分,新北市淡水區,18歲,男,1
113,按登記日期分,新北市淡水區,19歲,男,0
113,按登記日期分,新北市淡水區,20歲,男,1
113,按登記日期分,新北市淡水區,21歲,男,6
113,按登記日期分,新北市淡水區,22歲,男,1
113,按登記日期分,新北市淡水區,23歲,男,8
113,按登記日期分,新北市淡水區,24歲,男,5
113,按登記日期分,新北市淡水區,25歲,男,6
113,按登記日期分,新北市淡水區,26歲,男,17
113,按登記日期分,新北市淡水區,27歲,男,14
113,按登記日期分,新北市淡水區,28歲,男,25
113,按登記日期分,新北市淡水區,29歲,男,25
113,按登記日期分,新北市淡水區,30歲,男,29
113,按登記日期分,新北市淡水區,31歲,男,22
113,按登記日期分,新北市淡水區,32歲,男,26
113,按登記日期分,新北市淡水區,33歲,男,30
113,按登記日期分,新北市淡水區,34歲,男,25
113,按登記日期分,新北市淡水區,35歲,男,27
113,按登記日期分,新北市淡水區,36歲,男,28
113,按登記日期分,新北市淡水區,37歲,男,13
113,按登記日期分,新北市淡水區,38歲,男,30
113,按登記日期分,新北市淡水區,39歲,男,15
113,按登記日期分,新北市淡水區,40歲,男,6
113,按登記日期分,新北市淡水區,41歲,男,13
113,按登記日期分,新北市淡水區,42歲,男,9
113,按登記日期分,新北市淡水區,43歲,男,7
113,按登記日期分,新北市淡水區,44歲,男,5
113,按登記日期分,新北市淡水區,45歲,男,2
113,按登記日期分,新北市淡水區,46歲,男,6
113,按登記日期分,新北市淡水區,47歲,男,0
113,按登記日期分,新北市淡水區,48歲,男,0
113,按登記日期分,新北市淡水區,49歲,男,0
113,按登記日期分,新北市淡水區,50歲以上,男,0
113,按登記日期分,新北市淡水區,未滿15歲,女,0
113,按登記日期分,新北市淡水區,15歲,女,0
113,按登記日期分,新北市淡水區,16歲,女,1
113,按登記日期分,新北市淡水區,17歲,女,0
113,按登記日期分,新北市淡水區,18歲,女,2
113,按登記日期分,新北市淡水區,19歲,女,1
113,按登記日期分,新北市淡水區,20歲,女,4
113,按登記日期分,新北市淡水區,21歲,女,2
113,按登記日期分,新北市淡水區,22歲,女,3
113,按登記日期分,新北市淡水區,23歲,女,4
113,按登記日期分,新北市淡水區,24歲,女,5
113,按登記日期分,新北市淡水區,25歲,女,11
113,按登記日期分,新北市淡水區,26歲,女,14
113,按登記日期分,新北市淡水區,27歲,女,9
113,按登記日期分,新北市淡水區,28歲,女,20
113,按登記日期分,新北市淡水區,29歲,女,15
113,按登記日期分,新北市淡水區,30歲,女,28
113,按登記日期分,新北市淡水區,31歲,女,35
113,按登記日期分,新北市淡水區,32歲,女,32
113,按登記日期分,新北市淡水區,33歲,女,26
113,按登記日期分,新北市淡水區,34歲,女,33
113,按登記日期分,新北市淡水區,35歲,女,27
113,按登記日期分,新北市淡水區,36歲,女,21
113,按登記日期分,新北市淡水區,37歲,女,22
113,按登記日期分,新北市淡水區,38歲,女,20
113,按登記日期分,新北市淡水區,39歲,女,12
113,按登記日期分,新北市淡水區,40歲,女,10
113,按登記日期分,新北市淡水區,41歲,女,8
113,按登記日期分,新北市淡水區,42歲,女,7
113,按登記日期分,新北市淡水區,43歲,女,0
113,按登記日期分,新北市淡水區,44歲,女,0
113,按登記日期分,新北市淡水區,45歲,女,3
113,按登記日期分,新北市淡水區,46歲,女,0
113,按登記日期分,新北市淡水區,47歲,女,0
113,按登記日期分,新北市淡水區,48歲,女,2
113,按登記日期分,新北市淡水區,49歲,女,0
113,按登記日期分,新北市淡水區,50歲以上,女,0
113,按登記日期分,新北市汐止區,未滿15歲,男,0
113,按登記日期分,新北市汐止區,15歲,男,0
113,按登記日期分,新北市汐止區,16歲,男,0
113,按登記日期分,新北市汐止區,17歲,男,0
113,按登記日期分,新北市汐止區,18歲,男,0
113,按登記日期分,新北市汐止區,19歲,男,1
113,按登記日期分,新北市汐止區,20歲,男,1
113,按登記日期分,新北市汐止區,21歲,男,3
113,按登記日期分,新北市汐止區,22歲,男,2
113,按登記日期分,新北市汐止區,23歲,男,8
113,按登記日期分,新北市汐止區,24歲,男,7
113,按登記日期分,新北市汐止區,25歲,男,7
113,按登記日期分,新北市汐止區,26歲,男,13
113,按登記日期分,新北市汐止區,27歲,男,18
113,按登記日期分,新北市汐止區,28歲,男,24
113,按登記日期分,新北市汐止區,29歲,男,16
113,按登記日期分,新北市汐止區,30歲,男,24
113,按登記日期分,新北市汐止區,31歲,男,36
113,按登記日期分,新北市汐止區,32歲,男,20
113,按登記日期分,新北市汐止區,33歲,男,25
113,按登記日期分,新北市汐止區,34歲,男,31
113,按登記日期分,新北市汐止區,35歲,男,32
113,按登記日期分,新北市汐止區,36歲,男,24
113,按登記日期分,新北市汐止區,37歲,男,28
113,按登記日期分,新北市汐止區,38歲,男,15
113,按登記日期分,新北市汐止區,39歲,男,15
113,按登記日期分,新北市汐止區,40歲,男,12
113,按登記日期分,新北市汐止區,41歲,男,11
113,按登記日期分,新北市汐止區,42歲,男,8
113,按登記日期分,新北市汐止區,43歲,男,1
113,按登記日期分,新北市汐止區,44歲,男,2
113,按登記日期分,新北市汐止區,45歲,男,1
113,按登記日期分,新北市汐止區,46歲,男,0
113,按登記日期分,新北市汐止區,47歲,男,0
113,按登記日期分,新北市汐止區,48歲,男,0
113,按登記日期分,新北市汐止區,49歲,男,1
113,按登記日期分,新北市汐止區,50歲以上,男,0
113,按登記日期分,新北市汐止區,未滿15歲,女,0
113,按登記日期分,新北市汐止區,15歲,女,0
113,按登記日期分,新北市汐止區,16歲,女,0
113,按登記日期分,新北市汐止區,17歲,女,0
113,按登記日期分,新北市汐止區,18歲,女,0
113,按登記日期分,新北市汐止區,19歲,女,4
113,按登記日期分,新北市汐止區,20歲,女,2
113,按登記日期分,新北市汐止區,21歲,女,1
113,按登記日期分,新北市汐止區,22歲,女,1
113,按登記日期分,新北市汐止區,23歲,女,6
113,按登記日期分,新北市汐止區,24歲,女,5
113,按登記日期分,新北市汐止區,25歲,女,8
113,按登記日期分,新北市汐止區,26歲,女,8
113,按登記日期分,新北市汐止區,27歲,女,10
113,按登記日期分,新北市汐止區,28歲,女,13
113,按登記日期分,新北市汐止區,29歲,女,24
113,按登記日期分,新北市汐止區,30歲,女,16
113,按登記日期分,新北市汐止區,31歲,女,24
113,按登記日期分,新北市汐止區,32歲,女,34
113,按登記日期分,新北市汐止區,33歲,女,28
113,按登記日期分,新北市汐止區,34歲,女,30
113,按登記日期分,新北市汐止區,35歲,女,25
113,按登記日期分,新北市汐止區,36歲,女,22
113,按登記日期分,新北市汐止區,37歲,女,23
113,按登記日期分,新北市汐止區,38歲,女,18
113,按登記日期分,新北市汐止區,39歲,女,15
113,按登記日期分,新北市汐止區,40歲,女,6
113,按登記日期分,新北市汐止區,41歲,女,8
113,按登記日期分,新北市汐止區,42歲,女,3
113,按登記日期分,新北市汐止區,43歲,女,2
113,按登記日期分,新北市汐止區,44歲,女,3
113,按登記日期分,新北市汐止區,45歲,女,2
113,按登記日期分,新北市汐止區,46歲,女,1
113,按登記日期分,新北市汐止區,47歲,女,0
113,按登記日期分,新北市汐止區,48歲,女,0
113,按登記日期分,新北市汐止區,49歲,女,0
113,按登記日期分,新北市汐止區,50歲以上,女,1
113,按登記日期分,新北市瑞芳區,未滿15歲,男,0
113,按登記日期分,新北市瑞芳區,15歲,男,1
113,按登記日期分,新北市瑞芳區,16歲,男,0
113,按登記日期分,新北市瑞芳區,17歲,男,0
113,按登記日期分,新北市瑞芳區,18歲,男,0
113,按登記日期分,新北市瑞芳區,19歲,男,1
